company,old_snapshot,new_snapshot,type,tier,detail,old_value,new_value
Outreach,2026-05-05,2026-05-13,ai_feature_added,amplify core,"AI features added: 25,000 AI Credits","['Revenue Agent', 'Personalization Agent', 'AI Assist', 'Research Agent', 'Data Enrichment']","['Revenue Agent', 'Personalization Agent', '25,000 AI Credits', 'AI Assist', 'Research Agent', 'Data Enrichment']"
PandaDoc,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 4 to 3,4,3
PandaDoc,2026-05-05,2026-05-13,price_increase,starter,Price increase from $19 to $22.8 (+20.0%),19,22.8
PandaDoc,2026-05-05,2026-05-13,price_increase,business,Price increase from $49 to $58.8 (+20.0%),49,58.8
PandaDoc,2026-05-05,2026-05-13,tier_removed,enterprise,Tier 'enterprise' was removed,None,N/A
PostHog,2026-05-05,2026-05-13,ai_feature_added,pay-as-you-go,AI features added: PostHog AI ($0.01 per credit after 2K free),['PostHog AI (additional credits at $0.01/credit)'],['PostHog AI ($0.01 per credit after 2K free)']
PostHog,2026-05-05,2026-05-13,ai_feature_removed,pay-as-you-go,AI features removed: PostHog AI (additional credits at $0.01/credit),['PostHog AI (additional credits at $0.01/credit)'],['PostHog AI ($0.01 per credit after 2K free)']
PostHog,2026-05-05,2026-05-13,ai_feature_added,free,AI features added: PostHog AI (2K credits/month),['PostHog AI (2K credits)'],['PostHog AI (2K credits/month)']
PostHog,2026-05-05,2026-05-13,ai_feature_removed,free,AI features removed: PostHog AI (2K credits),['PostHog AI (2K credits)'],['PostHog AI (2K credits/month)']
Publer,2026-05-05,2026-05-13,ai_feature_removed,business,"AI features removed: AI Bio Generator, AI Post Generator, AI Hashtag Generator","['Unlimited AI prompts', 'AI Bio Generator', 'AI Post Generator', 'AI Assistant for content generation', 'AI Hashtag Generator']","['Unlimited AI prompts', 'AI Assistant for content generation']"
Refract,2026-05-05,2026-05-13,company_removed,N/A,Company no longer in dataset,present,missing
Revenue.io,2026-05-05,2026-05-13,ai_feature_added,engage,AI features added: Dynamic Lead Prioritization,['Guided Selling AI cadences'],"['Dynamic Lead Prioritization', 'Guided Selling AI cadences']"
Revenue.io,2026-05-05,2026-05-13,ai_feature_added,orchestrate,"AI features added: Agentic AI custom agents, Ask Revenue (AI queries), Forecast Analyzer, AI call summaries, Deal Scoring & Pipeline Risk, Revenue Intelligence Dashboard","['AI Coaching Feedback', 'AI Scorecards', 'Ask Revenue (AI Deal/Call/Account queries)', 'Agentic AI to build custom agents', 'Full Conversation Intelligence suite', 'AI call + deal summaries']","['AI Coaching Feedback', 'AI Scorecards', 'Ask Revenue (AI queries)', 'Forecast Analyzer', 'AI call summaries', 'Revenue Intelligence Dashboard', 'Full Conversation Intelligence suite', 'Deal Scoring & Pipeline Risk', 'Agentic AI custom agents']"
Revenue.io,2026-05-05,2026-05-13,ai_feature_removed,orchestrate,"AI features removed: AI call + deal summaries, Agentic AI to build custom agents, Ask Revenue (AI Deal/Call/Account queries)","['AI Coaching Feedback', 'AI Scorecards', 'Ask Revenue (AI Deal/Call/Account queries)', 'Agentic AI to build custom agents', 'Full Conversation Intelligence suite', 'AI call + deal summaries']","['AI Coaching Feedback', 'AI Scorecards', 'Ask Revenue (AI queries)', 'Forecast Analyzer', 'AI call summaries', 'Revenue Intelligence Dashboard', 'Full Conversation Intelligence suite', 'Deal Scoring & Pipeline Risk', 'Agentic AI custom agents']"
RudderStack,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 3 to 4,3,4
RudderStack,2026-05-05,2026-05-13,tier_added,enterprise,New tier 'enterprise' added,N/A,None
SE Ranking,2026-05-05,2026-05-13,ai_feature_added,growth,"AI features added: AI prompts (250 daily), AI Sources tracking (unlimited)","['AI Overviews Tracker', 'AI prompts for tracking', 'AI Mode Tracker', 'AI competitive research', 'AI Sources tracking']","['AI Overviews Tracker', 'AI Sources tracking (unlimited)', 'AI Mode Tracker', 'AI prompts (250 daily)', 'AI competitive research']"
SE Ranking,2026-05-05,2026-05-13,ai_feature_removed,growth,"AI features removed: AI Sources tracking, AI prompts for tracking","['AI Overviews Tracker', 'AI prompts for tracking', 'AI Mode Tracker', 'AI competitive research', 'AI Sources tracking']","['AI Overviews Tracker', 'AI Sources tracking (unlimited)', 'AI Mode Tracker', 'AI prompts (250 daily)', 'AI competitive research']"
SE Ranking,2026-05-05,2026-05-13,ai_feature_added,core,AI features added: AI prompts (100 daily),"['AI competitive research', 'AI prompts for tracking']","['AI prompts (100 daily)', 'AI competitive research']"
SE Ranking,2026-05-05,2026-05-13,ai_feature_removed,core,AI features removed: AI prompts for tracking,"['AI competitive research', 'AI prompts for tracking']","['AI prompts (100 daily)', 'AI competitive research']"
Salesforce Sales Cloud,2026-05-05,2026-05-13,ai_feature_added,agentforce 1 sales,AI features added: Agentforce,"['Agentforce: Employee Agent Sales Actions', 'Agentforce: Sales Coaching', 'Einstein Predictive Forecasting', 'Call Summaries', 'Agentforce: Pipeline Management', 'Lead Scoring', 'Opportunity Scoring', 'Sales Signals', 'Einstein Activity Capture', 'Agentforce: Lead Nurture', 'Unmetered Agentforce usage', 'Full suite of AI', 'Einstein Conversation Insights']","['Agentforce: Employee Agent Sales Actions', 'Agentforce: Sales Coaching', 'Call Summaries', 'Agentforce: Pipeline Management', 'Sales Signals', 'Agentforce: Lead Nurture', 'Einstein Predictive Forecasting', 'Agentforce', 'Einstein Conversation Insights']"
Salesforce Sales Cloud,2026-05-05,2026-05-13,ai_feature_removed,agentforce 1 sales,"AI features removed: Lead Scoring, Opportunity Scoring, Einstein Activity Capture, Unmetered Agentforce usage, Full suite of AI","['Agentforce: Employee Agent Sales Actions', 'Agentforce: Sales Coaching', 'Einstein Predictive Forecasting', 'Call Summaries', 'Agentforce: Pipeline Management', 'Lead Scoring', 'Opportunity Scoring', 'Sales Signals', 'Einstein Activity Capture', 'Agentforce: Lead Nurture', 'Unmetered Agentforce usage', 'Full suite of AI', 'Einstein Conversation Insights']","['Agentforce: Employee Agent Sales Actions', 'Agentforce: Sales Coaching', 'Call Summaries', 'Agentforce: Pipeline Management', 'Sales Signals', 'Agentforce: Lead Nurture', 'Einstein Predictive Forecasting', 'Agentforce', 'Einstein Conversation Insights']"
Salesforce Sales Cloud,2026-05-05,2026-05-13,ai_feature_added,pro suite,"AI features added: Lead Scoring, Einstein Activity Capture",[],"['Lead Scoring', 'Einstein Activity Capture']"
Salesforce Sales Cloud,2026-05-05,2026-05-13,ai_feature_added,enterprise,"AI features added: Einstein Predictive Forecasting, Opportunity Scoring","['Conversation Intelligence', 'Deal Insights', 'Agentforce']","['Opportunity Scoring', 'Conversation Intelligence', 'Deal Insights', 'Einstein Predictive Forecasting', 'Agentforce']"
Seamless.ai,2026-05-05,2026-05-13,ai_feature_added,pro,AI features added: AI Assistant (Add-on),['Pitch Intelligence'],"['AI Assistant (Add-on)', 'Pitch Intelligence']"
Sendible,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from flat_rate to hybrid,flat_rate,hybrid
Sendible,2026-05-05,2026-05-13,ai_feature_added,scale,"AI features added: Unlimited AI Credits, AI Assist",[],"['AI Assist', 'Unlimited AI Credits']"
Sendible,2026-05-05,2026-05-13,ai_feature_added,creator,AI features added: AI Assist,"['AI Assist - Generate and optimise social media captions', 'Unlimited AI Credits']","['AI Assist', 'Unlimited AI Credits']"
Sendible,2026-05-05,2026-05-13,ai_feature_removed,creator,AI features removed: AI Assist - Generate and optimise social media captions,"['AI Assist - Generate and optimise social media captions', 'Unlimited AI Credits']","['AI Assist', 'Unlimited AI Credits']"
Sendible,2026-05-05,2026-05-13,ai_feature_added,traction,"AI features added: Unlimited AI Credits, AI Assist",[],"['AI Assist', 'Unlimited AI Credits']"
Sendible,2026-05-05,2026-05-13,ai_feature_added,advanced,"AI features added: Unlimited AI Credits, AI Assist",[],"['AI Assist', 'Unlimited AI Credits']"
Sendible,2026-05-05,2026-05-13,ai_feature_added,enterprise,"AI features added: Unlimited AI Credits, AI Assist",[],"['AI Assist', 'Unlimited AI Credits']"
Showpad,2026-05-05,2026-05-13,ai_feature_added,expert,AI features added: Genie Assistant and Agents,"['AI-Powered Search', 'AI-Powered Asset FAQs', 'Custom agents', 'Genie Assistant', 'AI-Powered Page Builder', 'Field Meeting AI', 'Genie Agents']","['AI-Powered Search', 'AI-Powered Asset FAQs', 'Custom agents', 'AI-Powered Page Builder', 'Genie Assistant and Agents', 'Field Meeting AI']"
Showpad,2026-05-05,2026-05-13,ai_feature_removed,expert,"AI features removed: Genie Agents, Genie Assistant","['AI-Powered Search', 'AI-Powered Asset FAQs', 'Custom agents', 'Genie Assistant', 'AI-Powered Page Builder', 'Field Meeting AI', 'Genie Agents']","['AI-Powered Search', 'AI-Powered Asset FAQs', 'Custom agents', 'AI-Powered Page Builder', 'Genie Assistant and Agents', 'Field Meeting AI']"
Showpad,2026-05-05,2026-05-13,ai_feature_added,advanced,AI features added: Genie Assistant and Agents,"['Roleplay AI', 'AI-Powered content governance', 'Analytics AI', 'Genie Agents']","['Roleplay AI', 'Analytics AI', 'Genie Assistant and Agents']"
Showpad,2026-05-05,2026-05-13,ai_feature_removed,advanced,"AI features removed: Genie Agents, AI-Powered content governance","['Roleplay AI', 'AI-Powered content governance', 'Analytics AI', 'Genie Agents']","['Roleplay AI', 'Analytics AI', 'Genie Assistant and Agents']"
Smartlead,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from flat_rate to usage_based,flat_rate,usage_based
Smartlead,2026-05-05,2026-05-13,ai_feature_added,unlimited prime,AI features added: AI-powered GTM features,[],['AI-powered GTM features']
Smartlead,2026-05-05,2026-05-13,ai_feature_added,unlimited smart,AI features added: AI-powered GTM features,[],['AI-powered GTM features']
SocialBee,2026-05-05,2026-05-13,ai_feature_added,pro150,AI features added: Unlimited AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_removed,pro150,AI features removed: AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_added,accelerate,AI features added: Unlimited AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_removed,accelerate,AI features removed: AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_added,bootstrap,AI features added: Unlimited AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_removed,bootstrap,AI features removed: AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_added,pro50,AI features added: Unlimited AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_removed,pro50,AI features removed: AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_added,pro100,AI features added: Unlimited AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_removed,pro100,AI features removed: AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_added,pro,AI features added: Unlimited AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
SocialBee,2026-05-05,2026-05-13,ai_feature_removed,pro,AI features removed: AI content generation,"['AI Copilot', 'AI content generation']","['Unlimited AI content generation', 'AI Copilot']"
Spiff,2026-05-05,2026-05-13,tier_removed,salesforce spiff additional connectors,Tier 'salesforce spiff additional connectors' was removed,250,N/A
Spiff,2026-05-05,2026-05-13,tier_added,additional connectors,New tier 'additional connectors' added,N/A,250
Sprout Social,2026-05-05,2026-05-13,ai_feature_removed,advanced,"AI features removed: AI-generated alt text, Enhance Post by AI Assist","['AI-generated alt text', 'Enhance Reply by AI Assist', 'Enhance Post by AI Assist', 'Sentiment tracking']","['Enhance Reply by AI Assist', 'Sentiment tracking']"
Sprout Social,2026-05-05,2026-05-13,ai_feature_removed,professional,AI features removed: AI-generated alt text,"['AI-generated alt text', 'Enhance Post by AI Assist']",['Enhance Post by AI Assist']
Sprout Social,2026-05-05,2026-05-13,ai_feature_added,standard,AI features added: Unlimited AI-generated alt text,['AI-generated alt text'],['Unlimited AI-generated alt text']
Sprout Social,2026-05-05,2026-05-13,ai_feature_removed,standard,AI features removed: AI-generated alt text,['AI-generated alt text'],['Unlimited AI-generated alt text']
Streak,2026-05-05,2026-05-13,ai_feature_added,pro+,AI features added: Auto-create meeting agendas,"['150 AI credits per user per month', 'Create meeting agendas', 'AI Co-Pilot', 'Deal summaries', 'Autofill with web research', 'Autofill deal data', 'Pipeline creator', 'Deal Q&A', 'Automated AI actions']","['Auto-create meeting agendas', '150 AI credits per user per month', 'AI Co-Pilot', 'Deal summaries', 'Autofill deal data', 'Pipeline creator', 'Deal Q&A']"
Streak,2026-05-05,2026-05-13,ai_feature_removed,pro+,"AI features removed: Autofill with web research, Create meeting agendas, Automated AI actions","['150 AI credits per user per month', 'Create meeting agendas', 'AI Co-Pilot', 'Deal summaries', 'Autofill with web research', 'Autofill deal data', 'Pipeline creator', 'Deal Q&A', 'Automated AI actions']","['Auto-create meeting agendas', '150 AI credits per user per month', 'AI Co-Pilot', 'Deal summaries', 'Autofill deal data', 'Pipeline creator', 'Deal Q&A']"
Streak,2026-05-05,2026-05-13,ai_feature_added,enterprise,AI features added: All AI Co-Pilot features,"['All AI features included', 'Create meeting agendas', 'Deal summaries', 'Autofill deal data', '500 AI credits per user per month', 'Pipeline creator', 'Deal Q&A']","['All AI Co-Pilot features', '500 AI credits per user per month']"
Streak,2026-05-05,2026-05-13,ai_feature_removed,enterprise,"AI features removed: All AI features included, Create meeting agendas, Deal summaries, Autofill deal data, Pipeline creator, Deal Q&A","['All AI features included', 'Create meeting agendas', 'Deal summaries', 'Autofill deal data', '500 AI credits per user per month', 'Pipeline creator', 'Deal Q&A']","['All AI Co-Pilot features', '500 AI credits per user per month']"
Streak,2026-05-05,2026-05-13,ai_feature_removed,pro,"AI features removed: Deal summaries, Autofill deal data, Deal Q&A","['Deal summaries', 'Formulas (AI-powered)', 'Autofill deal data', 'Deal Q&A', '20 AI credits per user per month']","['20 AI credits per user per month', 'Formulas (AI-powered)']"
SugarCRM,2026-05-05,2026-05-13,ai_feature_added,advanced,"AI features added: Sugar Intelligence, Smart Guides","['Intelligent opportunity prioritization', 'AI summaries']","['Sugar Intelligence', 'Smart Guides']"
SugarCRM,2026-05-05,2026-05-13,ai_feature_removed,advanced,"AI features removed: Intelligent opportunity prioritization, AI summaries","['Intelligent opportunity prioritization', 'AI summaries']","['Sugar Intelligence', 'Smart Guides']"
SugarCRM,2026-05-05,2026-05-13,ai_feature_added,premier,"AI features added: sales-i, Sugar Intelligence, Smart Guides","['Enhanced forecasting', 'Smart guides']","['sales-i', 'Sugar Intelligence', 'Smart Guides']"
SugarCRM,2026-05-05,2026-05-13,ai_feature_removed,premier,"AI features removed: Enhanced forecasting, Smart guides","['Enhanced forecasting', 'Smart guides']","['sales-i', 'Sugar Intelligence', 'Smart Guides']"
Surfer SEO,2026-05-05,2026-05-13,company_removed,N/A,Company no longer in dataset,present,missing
Woodpecker,2026-05-05,2026-05-13,tier_removed,free,Tier 'free' was removed,0,N/A
Woodpecker,2026-05-05,2026-05-13,tier_added,usage-based pricing - contacted prospects,New tier 'usage-based pricing - contacted prospects' added,N/A,4
Writer,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from hybrid to unknown,hybrid,unknown
Writer,2026-05-05,2026-05-13,ai_feature_removed,starter,"AI features removed: Presentation generator, Agent Builder, File generation","['Presentation generator', 'Agent Builder', 'Code execution', 'Data analysis', 'File generation', 'Browser automation', 'WRITER Agent', 'Image generation', 'AI Studio (Limited Access)', 'Web search', 'Image analysis']","['Code execution', 'Data analysis', 'Browser automation', 'WRITER Agent', 'Image generation', 'AI Studio (Limited Access)', 'Web search', 'Image analysis']"
Xactly,2026-05-05,2026-05-13,ai_feature_added,incent ultimate,AI features added: AI Agents & Proactive Insights,"['Proactive Insights', 'AI Agents']",['AI Agents & Proactive Insights']
Xactly,2026-05-05,2026-05-13,ai_feature_removed,incent ultimate,"AI features removed: Proactive Insights, AI Agents","['Proactive Insights', 'AI Agents']",['AI Agents & Proactive Insights']
Yesware,2026-05-05,2026-05-13,tier_added,free forever,New tier 'free forever' added,N/A,0
Yesware,2026-05-05,2026-05-13,tier_removed,free,Tier 'free' was removed,0,N/A
mParticle,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from usage_based to custom_only,usage_based,custom_only
